rowid,pl_name,pl_rade,disc_year,disc_telescope,pl_orbper
112,55 Cnc e,1.947,2004,9.2 m Hobby-Eberly Telescope,0.7365474
116,55 Cnc e,2.0,2004,9.2 m Hobby-Eberly Telescope,0.73654
117,55 Cnc e,2.02311213,2004,9.2 m Hobby-Eberly Telescope,0.73654625026
120,55 Cnc e,2.08,2004,9.2 m Hobby-Eberly Telescope,0.7365437
121,55 Cnc e,1.856,2004,9.2 m Hobby-Eberly Telescope,0.736543
122,55 Cnc e,2.173,2004,9.2 m Hobby-Eberly Telescope,0.736546
123,55 Cnc e,1.875,2004,9.2 m Hobby-Eberly Telescope,0.7365474
126,55 Cnc e,1.897,2004,9.2 m Hobby-Eberly Telescope,0.737
127,55 Cnc e,1.91,2004,9.2 m Hobby-Eberly Telescope,0.736539
175,AU Mic b,4.203375,2020,0.1 m TESS Telescope,8.46321
177,AU Mic b,4.02692583,2020,0.1 m TESS Telescope,8.45367765822
178,AU Mic b,3.95677019,2020,0.1 m TESS Telescope,8.46308
179,AU Mic b,4.07,2020,0.1 m TESS Telescope,8.463
182,AU Mic b,4.19,2020,0.1 m TESS Telescope,8.4630004
189,AU Mic c,2.52202066,2021,0.1 m TESS Telescope,18.85969
190,AU Mic c,3.24,2021,0.1 m TESS Telescope,18.859019
191,AU Mic c,2.79,2021,0.1 m TESS Telescope,18.858982
206,BD+20 594 b,2.23,2016,0.95 m Kepler Telescope,41.6855
207,BD+20 594 b,2.57807,2016,0.95 m Kepler Telescope,41.6855
208,BD+20 594 b,2.35545351,2016,0.95 m Kepler Telescope,41.688644
233,BD-14 3065 b,20.7112,2024,0.1 m TESS Telescope,4.2889696
234,BD-14 3065 b,21.59,2024,0.1 m TESS Telescope,4.2889731
250,CFHTWIR-Oph 98 b,20.8487041,2021,2.4 m Hubble Space Telescope,8040000.0
254,COCONUTS-2 b,12.44196858,2021,3.2 m telescope,402000000.0
256,CoRoT-1 b,16.58932,2008,0.27 m CoRoT Telescope,1.5089557
257,CoRoT-1 b,17.385159,2008,0.27 m CoRoT Telescope,1.5089686
258,CoRoT-1 b,20.5944,2008,0.27 m CoRoT Telescope,1.5089635
259,CoRoT-1 b,19.223435,2008,0.27 m CoRoT Telescope,1.5089682
260,CoRoT-1 b,16.7,2008,0.27 m CoRoT Telescope,1.5089557
261,CoRoT-1 b,15.91678,2008,0.27 m CoRoT Telescope,1.508976552
263,CoRoT-10 b,10.87,2010,0.27 m CoRoT Telescope,13.2406
264,CoRoT-10 b,10.547669,2010,0.27 m CoRoT Telescope,13.2406
265,CoRoT-10 b,10.87273,2010,0.27 m CoRoT Telescope,13.2406
266,CoRoT-10 b,7.38532555,2010,0.27 m CoRoT Telescope,13.23412611048
267,CoRoT-11 b,21.74555811,2010,0.27 m CoRoT Telescope,2.99328197444
268,CoRoT-11 b,15.58051,2010,0.27 m CoRoT Telescope,2.994325
270,CoRoT-11 b,15.984034,2010,0.27 m CoRoT Telescope,2.99433
271,CoRoT-11 b,16.03,2010,0.27 m CoRoT Telescope,2.99433
273,CoRoT-11 b,16.02887,2010,0.27 m CoRoT Telescope,2.994325
274,CoRoT-12 b,16.14096,2010,0.27 m CoRoT Telescope,2.828042
275,CoRoT-12 b,16.14,2010,0.27 m CoRoT Telescope,2.828042
276,CoRoT-12 b,17.76037065,2010,0.27 m CoRoT Telescope,2.82803914989
277,CoRoT-12 b,15.13215,2010,0.27 m CoRoT Telescope,2.828042
278,CoRoT-12 b,15.064896,2010,0.27 m CoRoT Telescope,2.82805268
280,CoRoT-13 b,12.53306062,2010,0.27 m CoRoT Telescope,4.03504443843
281,CoRoT-13 b,9.919965,2010,0.27 m CoRoT Telescope,4.03519
282,CoRoT-13 b,9.92,2010,0.27 m CoRoT Telescope,4.03519
283,CoRoT-13 b,14.033668,2010,0.27 m CoRoT Telescope,4.03519
285,CoRoT-14 b,12.22,2010,0.27 m CoRoT Telescope,1.51214
286,CoRoT-14 b,12.21781,2010,0.27 m CoRoT Telescope,1.51214
287,CoRoT-14 b,11.410762,2010,0.27 m CoRoT Telescope,1.51214
288,CoRoT-16 b,13.11,2011,0.27 m CoRoT Telescope,5.35227
289,CoRoT-16 b,13.11453,2011,0.27 m CoRoT Telescope,5.35227
290,CoRoT-17 b,11.43318,2011,0.27 m CoRoT Telescope,3.7681
291,CoRoT-17 b,11.287463,2011,0.27 m CoRoT Telescope,3.7681
292,CoRoT-17 b,11.43,2011,0.27 m CoRoT Telescope,3.7681
293,CoRoT-18 b,12.845514,2011,0.27 m CoRoT Telescope,1.90009
294,CoRoT-18 b,14.68379,2011,0.27 m CoRoT Telescope,1.9000693
295,CoRoT-18 b,15.04962078,2011,0.27 m CoRoT Telescope,1.90008624739
296,CoRoT-18 b,14.022459,2011,0.27 m CoRoT Telescope,1.9000693
298,CoRoT-18 b,14.68,2011,0.27 m CoRoT Telescope,1.9000693
300,CoRoT-19 b,13.33871,2011,0.27 m CoRoT Telescope,3.89713
301,CoRoT-19 b,13.49322275,2011,0.27 m CoRoT Telescope,3.89712026062
302,CoRoT-19 b,14.46,2011,0.27 m CoRoT Telescope,3.89713
304,CoRoT-19 b,14.45961,2011,0.27 m CoRoT Telescope,3.89713
305,CoRoT-2 b,16.92270968,2008,0.27 m CoRoT Telescope,1.74301433466
308,CoRoT-2 b,16.42116,2008,0.27 m CoRoT Telescope,1.7429964
309,CoRoT-2 b,15.849526,2008,0.27 m CoRoT Telescope,1.7429975
310,CoRoT-2 b,16.47723,2008,0.27 m CoRoT Telescope,1.7429935
311,CoRoT-2 b,16.36514,2008,0.27 m CoRoT Telescope,1.7429935
313,CoRoT-2 b,16.432,2008,0.27 m CoRoT Telescope,1.7429935
315,CoRoT-2 b,16.432394,2008,0.27 m CoRoT Telescope,1.74299673
316,CoRoT-2 b,16.533275,2008,0.27 m CoRoT Telescope,1.74299609
317,CoRoT-20 b,11.209,2011,0.27 m CoRoT Telescope,9.24318
319,CoRoT-20 b,15.39650566,2011,0.27 m CoRoT Telescope,9.2432302936
320,CoRoT-20 b,9.42,2011,0.27 m CoRoT Telescope,9.24285
321,CoRoT-20 b,13.00244,2011,0.27 m CoRoT Telescope,9.24285
322,CoRoT-20 b,9.41556,2011,0.27 m CoRoT Telescope,9.24285
324,CoRoT-21 b,14.5717,2012,0.27 m CoRoT Telescope,2.72474
326,CoRoT-22 b,4.88,2014,0.27 m CoRoT Telescope,9.75598
327,CoRoT-23 b,13.22662,2011,0.27 m CoRoT Telescope,3.6313
328,CoRoT-23 b,11.76945,2011,0.27 m CoRoT Telescope,3.6313
329,CoRoT-23 b,11.77,2011,0.27 m CoRoT Telescope,3.6313
330,CoRoT-24 b,3.7,2014,0.27 m CoRoT Telescope,5.1134
331,CoRoT-24 c,5.0,2014,0.27 m CoRoT Telescope,11.759
332,CoRoT-25 b,12.11,2013,0.27 m CoRoT Telescope,4.86069
333,CoRoT-25 b,12.10572,2013,0.27 m CoRoT Telescope,4.86069
334,CoRoT-26 b,14.12,2013,0.27 m CoRoT Telescope,4.20474
335,CoRoT-26 b,14.12334,2013,0.27 m CoRoT Telescope,4.20474
336,CoRoT-27 b,11.287463,2014,0.27 m CoRoT Telescope,3.57532
337,CoRoT-27 b,11.287,2014,0.27 m CoRoT Telescope,3.57532
338,CoRoT-28 b,10.704595,2015,0.27 m CoRoT Telescope,5.20851
341,CoRoT-29 b,10.0881,2015,0.27 m CoRoT Telescope,2.85057
343,CoRoT-3 b,11.1350206,2008,0.27 m CoRoT Telescope,4.2567994
344,CoRoT-3 b,11.32,2008,0.27 m CoRoT Telescope,4.2568
345,CoRoT-3 b,11.32109,2008,0.27 m CoRoT Telescope,4.2567994
346,CoRoT-3 b,11.623733,2008,0.27 m CoRoT Telescope,4.2567994
348,CoRoT-30 b,11.309881,2020,0.27 m CoRoT Telescope,9.06005
349,CoRoT-31 b,16.36514,2020,0.27 m CoRoT Telescope,4.62941
350,CoRoT-32 b,6.38913,2018,0.27 m CoRoT Telescope,6.71837
352,CoRoT-35 b,18.83108758,2022,0.27 m CoRoT Telescope,3.22748
353,CoRoT-36 b,15.80466279,2022,0.27 m CoRoT Telescope,5.616531
354,CoRoT-4 b,13.33871,2008,0.27 m CoRoT Telescope,9.20205
355,CoRoT-4 b,13.43739593,2008,0.27 m CoRoT Telescope,9.20164964154
356,CoRoT-4 b,13.34,2008,0.27 m CoRoT Telescope,9.20205
357,CoRoT-4 b,13.00244,2008,0.27 m CoRoT Telescope,9.20205
358,CoRoT-5 b,13.249038,2009,0.27 m CoRoT Telescope,4.0378962
360,CoRoT-5 b,15.558,2009,0.27 m CoRoT Telescope,4.0378962
361,CoRoT-5 b,18.38267405,2009,0.27 m CoRoT Telescope,4.03790124331
362,CoRoT-5 b,14.078504,2009,0.27 m CoRoT Telescope,4.0379156
363,CoRoT-5 b,15.558092,2009,0.27 m CoRoT Telescope,4.0378962
364,CoRoT-6 b,13.069694,2009,0.27 m CoRoT Telescope,8.886593
365,CoRoT-6 b,13.282665,2009,0.27 m CoRoT Telescope,8.886593
367,CoRoT-6 b,13.068,2009,0.27 m CoRoT Telescope,8.886593
368,CoRoT-7 b,1.860694,2009,0.27 m CoRoT Telescope,0.853585
370,CoRoT-7 b,1.58,2009,0.27 m CoRoT Telescope,0.854
371,CoRoT-7 b,1.585,2009,0.27 m CoRoT Telescope,0.85359159
372,CoRoT-7 b,1.68135,2009,0.27 m CoRoT Telescope,0.85359163
373,CoRoT-7 b,1.528,2009,0.27 m CoRoT Telescope,0.8535
375,CoRoT-7 b,1.68,2009,0.27 m CoRoT Telescope,0.853585
380,CoRoT-8 b,7.980808,2010,0.27 m CoRoT Telescope,6.21229
381,CoRoT-8 b,6.38913,2010,0.27 m CoRoT Telescope,6.212381
382,CoRoT-8 b,6.938371,2010,0.27 m CoRoT Telescope,6.212445
383,CoRoT-8 b,6.39,2010,0.27 m CoRoT Telescope,6.21229
385,CoRoT-9 b,11.77,2009,0.27 m CoRoT Telescope,95.2738
386,CoRoT-9 b,11.948794,2009,0.27 m CoRoT Telescope,95.272656
388,CoRoT-9 b,11.623733,2009,0.27 m CoRoT Telescope,95.2738
403,DS Tuc A b,6.17576816,2019,0.1 m TESS Telescope,8.13822217724
404,DS Tuc A b,5.7,2019,0.1 m TESS Telescope,8.138268
405,DS Tuc A b,5.63,2019,0.1 m TESS Telescope,8.1387
406,EPIC 201170410.02,1.047,2020,0.95 m Kepler Telescope,6.7987
407,EPIC 201238110 b,2.2,2019,0.95 m Kepler Telescope,28.1696
408,EPIC 201238110 b,1.87,2019,0.95 m Kepler Telescope,28.1656
409,EPIC 201427007 b,1.5,2021,0.95 m Kepler Telescope,0.72091
410,EPIC 201497682 b,0.692,2019,0.95 m Kepler Telescope,2.13174
411,EPIC 201595106 b,1.40575209,2021,0.95 m Kepler Telescope,0.877183
412,EPIC 201595106 b,1.3,2021,0.95 m Kepler Telescope,0.877214
413,EPIC 201595106 b,1.565,2021,0.95 m Kepler Telescope,0.87724
414,EPIC 201595106 b,1.2,2021,0.95 m Kepler Telescope,0.87703
415,EPIC 201615463 c,1.22,2019,0.95 m Kepler Telescope,3.80464
416,EPIC 201754305 d,1.03,2019,0.95 m Kepler Telescope,2.71578
417,EPIC 201757695.02,0.90819,2020,0.95 m Kepler Telescope,2.0478
418,EPIC 201833600 c,1.48,2019,0.95 m Kepler Telescope,3.96165
419,EPIC 201833600 c,1.0,2019,0.95 m Kepler Telescope,3.96151
420,EPIC 201841433 b,1.04,2019,0.95 m Kepler Telescope,4.1698
421,EPIC 201841433 b,1.41,2019,0.95 m Kepler Telescope,4.16888
422,EPIC 201841433 b,1.1,2019,0.95 m Kepler Telescope,4.16959
423,EPIC 205950854 c,1.31,2019,0.95 m Kepler Telescope,8.050722
424,EPIC 205950854 c,1.18,2019,0.95 m Kepler Telescope,8.0468
425,EPIC 205950854 c,1.62,2019,0.95 m Kepler Telescope,8.0516
426,EPIC 206024342 b,1.7,2019,0.95 m Kepler Telescope,4.50756
427,EPIC 206024342 b,1.44,2019,0.95 m Kepler Telescope,4.50717
428,EPIC 206024342 c,1.16,2021,0.95 m Kepler Telescope,0.911618
429,EPIC 206024342 c,1.35,2021,0.95 m Kepler Telescope,0.9116567
430,EPIC 206024342 c,1.4,2021,0.95 m Kepler Telescope,0.911724
431,EPIC 206024342 d,2.6,2021,0.95 m Kepler Telescope,14.647531
432,EPIC 206024342 d,4.0,2021,0.95 m Kepler Telescope,14.637
433,EPIC 206024342 d,2.94,2021,0.95 m Kepler Telescope,14.641541
434,EPIC 206024342 d,2.52,2021,0.95 m Kepler Telescope,14.6435
435,EPIC 206032309 b,1.01,2019,0.95 m Kepler Telescope,2.87814
436,EPIC 206042996 b,1.7,2019,0.95 m Kepler Telescope,5.2986
437,EPIC 206042996 b,1.62,2019,0.95 m Kepler Telescope,5.29711
438,EPIC 206042996 b,3.32,2019,0.95 m Kepler Telescope,5.29853
439,EPIC 206042996 c,1.2,2021,0.95 m Kepler Telescope,0.354884
440,EPIC 206042996 c,1.45,2021,0.95 m Kepler Telescope,0.35490972
441,EPIC 206215704 b,2.0,2019,0.95 m Kepler Telescope,2.25558
442,EPIC 206215704 b,0.9,2019,0.95 m Kepler Telescope,2.25372
443,EPIC 206215704 b,1.0,2019,0.95 m Kepler Telescope,2.255436
444,EPIC 206317286 b,0.96,2019,0.95 m Kepler Telescope,1.58252
445,EPIC 206317286 b,1.22,2019,0.95 m Kepler Telescope,1.58316
446,EPIC 206317286 c,2.63,2022,0.95 m Kepler Telescope,17.501662
447,EPIC 206317286 c,2.15,2022,0.95 m Kepler Telescope,17.5125
448,EPIC 206317286 c,2.094,2022,0.95 m Kepler Telescope,17.515472
449,EPIC 211822797 b,1.98,2016,0.95 m Kepler Telescope,21.169861
450,EPIC 211822797 b,2.2,2016,0.95 m Kepler Telescope,21.169619
453,EPIC 211822797 b,1.92,2016,0.95 m Kepler Telescope,21.1701963
454,EPIC 211822797 b,2.18,2016,0.95 m Kepler Telescope,21.1686
455,EPIC 211945201 b,5.50689,2018,0.95 m Kepler Telescope,19.4921473
456,EPIC 211945201 b,5.84689735,2018,0.95 m Kepler Telescope,19.491795
457,EPIC 211945201 b,6.0,2018,0.95 m Kepler Telescope,19.492132
458,EPIC 211945201 b,5.5,2018,0.95 m Kepler Telescope,19.491
460,EPIC 211945201 b,5.96,2018,0.95 m Kepler Telescope,19.49183
461,EPIC 211945201 b,5.76,2018,0.95 m Kepler Telescope,19.49221
463,EPIC 211945201 b,6.8,2018,0.95 m Kepler Telescope,19.491965
465,EPIC 211945201 b,6.12,2018,0.95 m Kepler Telescope,19.49213
466,EPIC 212297394 b,1.83,2019,0.95 m Kepler Telescope,2.28896
467,EPIC 212297394 b,1.323,2019,0.95 m Kepler Telescope,2.28943
468,EPIC 212297394 b,1.48,2019,0.95 m Kepler Telescope,2.289363
470,EPIC 212297394 c,2.27,2021,0.95 m Kepler Telescope,5.213965
471,EPIC 212297394 c,2.29,2021,0.95 m Kepler Telescope,5.21378
472,EPIC 212424622 b,2.17,2019,0.95 m Kepler Telescope,18.0983
473,EPIC 212424622 b,2.21,2019,0.95 m Kepler Telescope,18.0971
474,EPIC 212499991 b,1.6,2019,0.95 m Kepler Telescope,34.885
475,EPIC 212587672 b,1.12,2019,0.95 m Kepler Telescope,15.2841
476,EPIC 212587672 b,1.39,2019,0.95 m Kepler Telescope,15.2841
477,EPIC 212587672 b,1.26,2019,0.95 m Kepler Telescope,15.28078
480,EPIC 212587672 c,2.31,2021,0.95 m Kepler Telescope,23.2259
481,EPIC 212587672 c,2.32,2021,0.95 m Kepler Telescope,23.228555
482,EPIC 212587672 c,2.24459533,2021,0.95 m Kepler Telescope,23.226001
483,EPIC 212587672 c,2.3,2021,0.95 m Kepler Telescope,23.226
484,EPIC 212624936 b,1.2,2021,0.95 m Kepler Telescope,0.578657
485,EPIC 212624936 c,2.3,2021,0.95 m Kepler Telescope,11.811437
486,EPIC 212624936 c,2.67,2021,0.95 m Kepler Telescope,11.81387
489,EPIC 212737443 b,2.586,2019,0.95 m Kepler Telescope,13.603
490,EPIC 212737443 c,2.69,2019,0.95 m Kepler Telescope,65.55
491,EPIC 220492298 b,0.99,2021,0.95 m Kepler Telescope,0.762406
492,EPIC 220554210 c,1.48,2019,0.95 m Kepler Telescope,0.70531
493,EPIC 220554210 c,1.6,2019,0.95 m Kepler Telescope,0.70531
494,EPIC 220554210 c,1.73,2019,0.95 m Kepler Telescope,0.705386
495,EPIC 220674823 b,1.676,2016,0.95 m Kepler Telescope,0.5713127
496,EPIC 220674823 b,1.52,2016,0.95 m Kepler Telescope,0.571292
497,EPIC 220674823 b,1.82,2016,0.95 m Kepler Telescope,0.571336
498,EPIC 220674823 b,1.712,2016,0.95 m Kepler Telescope,0.571
499,EPIC 220674823 b,1.6,2016,0.95 m Kepler Telescope,0.571212
500,EPIC 220674823 b,1.816,2016,0.95 m Kepler Telescope,0.571285
501,EPIC 220674823 b,1.82,2016,0.95 m Kepler Telescope,0.571331
502,EPIC 220674823 b,1.66855539,2016,0.95 m Kepler Telescope,0.571299
503,EPIC 220674823 b,1.725,2016,0.95 m Kepler Telescope,0.571292
504,EPIC 220674823 b,1.46,2016,0.95 m Kepler Telescope,0.571308
505,EPIC 220674823 b,1.8,2016,0.95 m Kepler Telescope,0.571336
506,EPIC 220674823 b,1.87,2016,0.95 m Kepler Telescope,0.571282
507,EPIC 220674823 c,2.836,2016,0.95 m Kepler Telescope,13.3397
508,EPIC 220674823 c,2.53,2016,0.95 m Kepler Telescope,13.341245
509,EPIC 220674823 c,2.73,2016,0.95 m Kepler Telescope,13.339079
510,EPIC 220674823 c,2.8,2016,0.95 m Kepler Telescope,13.338687
511,EPIC 220674823 c,2.70490157,2016,0.95 m Kepler Telescope,13.339746
512,EPIC 220674823 c,2.77,2016,0.95 m Kepler Telescope,13.3387
513,EPIC 220674823 c,3.01,2016,0.95 m Kepler Telescope,13.33918
514,EPIC 220674823 c,2.5,2016,0.95 m Kepler Telescope,13.3397
515,EPIC 220674823 c,3.79,2016,0.95 m Kepler Telescope,13.33877
516,EPIC 220674823 c,2.84,2016,0.95 m Kepler Telescope,13.33989
517,EPIC 220674823 c,2.2,2016,0.95 m Kepler Telescope,13.334615
518,EPIC 228836835 b,1.1,2021,0.95 m Kepler Telescope,0.728113
519,EPIC 228836835 b,1.27,2021,0.95 m Kepler Telescope,0.72813
520,EPIC 229004835 b,2.332,2023,0.95 m Kepler Telescope,16.141132
521,EPIC 229004835 b,2.05969274,2023,0.95 m Kepler Telescope,16.140442
522,EPIC 229004835 b,2.18,2023,0.95 m Kepler Telescope,16.1388
523,EPIC 229004835 b,2.02,2023,0.95 m Kepler Telescope,16.13655
524,EPIC 246851721 b,11.780659,2018,0.95 m Kepler Telescope,6.180235
526,EPIC 246851721 b,13.70374653,2018,0.95 m Kepler Telescope,6.18026138745
527,EPIC 248847494 b,12.44199,2018,0.95 m Kepler Telescope,3650.0
528,EPIC 249893012 b,1.95,2020,0.95 m Kepler Telescope,3.5951
529,EPIC 249893012 c,3.67,2020,0.95 m Kepler Telescope,15.624
530,EPIC 249893012 d,3.94,2020,0.95 m Kepler Telescope,35.747
540,G 9-40 b,2.06081,2019,0.95 m Kepler Telescope,5.7459945
543,G 9-40 b,2.025,2019,0.95 m Kepler Telescope,5.746007
544,G 9-40 b,1.9,2019,0.95 m Kepler Telescope,5.7459982
550,GJ 1132 b,1.43,2015,MEarth-South telescope array,1.6289287
551,GJ 1132 b,1.13,2015,MEarth-South telescope array,1.628931
552,GJ 1132 b,1.16,2015,MEarth-South telescope array,1.62893
553,GJ 1132 b,1.21456642,2015,MEarth-South telescope array,1.62893219977
554,GJ 1132 b,1.19151465,2015,MEarth-South telescope array,1.62892911
564,GJ 1214 b,2.847086,2009,0.4 m MEarth Telescope,1.58040456
567,GJ 1214 b,2.733,2009,0.4 m MEarth Telescope,1.580404531
572,GJ 1214 b,2.64,2009,0.4 m MEarth Telescope,1.5804049
575,GJ 1214 b,2.678,2009,0.4 m MEarth Telescope,1.5803925
576,GJ 1214 b,2.65,2009,0.4 m MEarth Telescope,1.58040482
577,GJ 1214 b,2.74,2009,0.4 m MEarth Telescope,1.58040487
578,GJ 1214 b,2.742,2009,0.4 m MEarth Telescope,1.58040433
579,GJ 1214 b,2.61,2009,0.4 m MEarth Telescope,1.5804043
582,GJ 1214 b,2.27,2009,0.4 m MEarth Telescope,1.58040482
585,GJ 1252 b,1.34851206,2020,0.1 m TESS Telescope,0.51824246094
586,GJ 1252 b,1.193,2020,0.1 m TESS Telescope,0.5182349
588,GJ 1252 b,1.18,2020,0.1 m TESS Telescope,0.5182416
589,GJ 1252 b,1.193,2020,0.1 m TESS Telescope,0.5182331
592,GJ 143 b,2.61,2019,0.1 m TESS Telescope,35.61253
594,GJ 143 b,3.12194,2019,0.1 m TESS Telescope,35.6134391
619,GJ 238 b,0.566,2024,0.1 m TESS Telescope,1.7446999
620,GJ 238 b,0.57637819,2024,0.1 m TESS Telescope,1.74470021864
629,GJ 3090 b,2.02068,2022,0.1 m TESS Telescope,2.8531016
630,GJ 3090 b,2.13,2022,0.1 m TESS Telescope,2.8531054
659,GJ 341 b,0.867887,2025,0.1 m TESS Telescope,7.5768334
660,GJ 341 b,0.88,2025,0.1 m TESS Telescope,7.57686
662,GJ 3470 b,4.13050781,2012,3.6 m ESO Telescope,3.33665106329
663,GJ 3470 b,4.2,2012,3.6 m ESO Telescope,3.33714
666,GJ 3470 b,3.88,2012,3.6 m ESO Telescope,3.336649
667,GJ 3470 b,4.32,2012,3.6 m ESO Telescope,3.336649
668,GJ 3470 b,4.57,2012,3.6 m ESO Telescope,3.3366496
669,GJ 3470 b,4.83,2012,3.6 m ESO Telescope,3.33665
670,GJ 3470 b,3.88,2012,3.6 m ESO Telescope,3.3366487
672,GJ 3473 b,1.264,2020,0.1 m TESS Telescope,1.1980035
673,GJ 3473 b,1.21073388,2020,0.1 m TESS Telescope,1.19799956042
680,GJ 357 b,1.2,2019,0.1 m TESS Telescope,3.9306
681,GJ 357 b,1.217,2019,0.1 m TESS Telescope,3.93072
683,GJ 357 b,1.26995,2019,0.1 m TESS Telescope,3.9306027
687,GJ 367 b,0.699,2021,0.1 m TESS Telescope,0.3219225
688,GJ 367 b,2.66076,2021,0.1 m TESS Telescope,0.3219233
689,GJ 367 b,0.718,2021,0.1 m TESS Telescope,0.321962
693,GJ 3929 b,1.15,2022,0.1 m TESS Telescope,2.6162745
694,GJ 3929 b,1.09728674,2022,0.1 m TESS Telescope,2.61627687236
695,GJ 3929 b,1.09,2022,0.1 m TESS Telescope,2.616235
709,GJ 414 A b,2.63,2021,10 m Keck I Telescope,50.8
712,GJ 414 A c,8.4,2021,10 m Keck I Telescope,749.83
723,GJ 436 b,4.2,2004,10 m Keck I Telescope,2.64386
724,GJ 436 b,4.091285,2004,10 m Keck I Telescope,2.64389524
725,GJ 436 b,4.26,2004,10 m Keck I Telescope,2.6
730,GJ 436 b,4.2224,2004,10 m Keck I Telescope,2.64385
731,GJ 436 b,3.96,2004,10 m Keck I Telescope,2.6438979
732,GJ 436 b,4.1,2004,10 m Keck I Telescope,2.64389803
733,GJ 436 b,4.17,2004,10 m Keck I Telescope,2.64388312
734,GJ 436 b,3.81211403,2004,10 m Keck I Telescope,2.64388561055
737,GJ 436 b,4.1910451,2004,10 m Keck I Telescope,2.64389788
741,GJ 436 b,4.04,2004,10 m Keck I Telescope,2.6438904
751,GJ 486 b,1.289,2021,3.5 m telescope,1.46712127
752,GJ 486 b,1.343,2021,3.5 m telescope,1.4671205
753,GJ 486 b,1.3241394,2021,3.5 m telescope,1.46711903473
754,GJ 486 b,1.305,2021,3.5 m telescope,1.467119
823,GJ 806 b,1.331,2023,0.1 m TESS Telescope,0.9263237
824,GJ 806 b,1.67823,2023,0.1 m TESS Telescope,0.9263237
881,GJ 9827 b,1.62,2017,0.95 m Kepler Telescope,1.2089802
882,GJ 9827 b,1.44,2017,0.95 m Kepler Telescope,1.208974
883,GJ 9827 b,1.571,2017,0.95 m Kepler Telescope,1.209
884,GJ 9827 b,1.577,2017,0.95 m Kepler Telescope,1.2089819
885,GJ 9827 b,1.68645,2017,0.95 m Kepler Telescope,1.2089755
886,GJ 9827 b,1.529,2017,0.95 m Kepler Telescope,1.2089765
887,GJ 9827 b,1.75,2017,0.95 m Kepler Telescope,1.208957
888,GJ 9827 b,1.58,2017,0.95 m Kepler Telescope,1.208966
891,GJ 9827 c,1.201,2017,0.95 m Kepler Telescope,3.648095
893,GJ 9827 c,1.241,2017,0.95 m Kepler Telescope,3.6480957
894,GJ 9827 c,1.269,2017,0.95 m Kepler Telescope,3.648083
895,GJ 9827 c,1.241,2017,0.95 m Kepler Telescope,3.648096
896,GJ 9827 c,1.36,2017,0.95 m Kepler Telescope,3.64802
897,GJ 9827 c,1.24,2017,0.95 m Kepler Telescope,3.64823
898,GJ 9827 c,1.13,2017,0.95 m Kepler Telescope,3.648103
899,GJ 9827 d,2.04,2017,0.95 m Kepler Telescope,6.20142
900,GJ 9827 d,1.955,2017,0.95 m Kepler Telescope,6.20183
901,GJ 9827 d,2.07,2017,0.95 m Kepler Telescope,6.201467
902,GJ 9827 d,2.1,2017,0.95 m Kepler Telescope,6.20141
903,GJ 9827 d,1.98,2017,0.95 m Kepler Telescope,6.20183
904,GJ 9827 d,2.022,2017,0.95 m Kepler Telescope,6.2014698
905,GJ 9827 d,1.89,2017,0.95 m Kepler Telescope,6.201812
906,GJ 9827 d,2.022,2017,0.95 m Kepler Telescope,6.20147
907,GPX-1 b,15.38981949,2021,279mm RASA-11 wide-field telescope,1.74428305047
908,GPX-1 b,16.47720163,2021,279mm RASA-11 wide-field telescope,1.744579
917,Gaia-1 b,12.65581119,2022,1.45 m x 0.5 m Telescope,3.05226855124
918,Gaia-1 b,13.77583728,2022,1.45 m x 0.5 m Telescope,3.052524
919,Gaia-2 b,14.72447081,2022,1.45 m x 0.5 m Telescope,3.6915589899
920,Gaia-2 b,14.81827249,2022,1.45 m x 0.5 m Telescope,3.6915224
937,Gliese 12 b,0.97057627,2024,0.1 m TESS Telescope,12.76147058433
938,Gliese 12 b,0.958,2024,0.1 m TESS Telescope,12.761408
939,Gliese 12 b,0.9,2024,0.1 m TESS Telescope,12.76142
941,HAT-P-1 b,13.921578,2006,Canon 200mm f/1.8L,4.46529976
943,HAT-P-1 b,14.784671,2006,Canon 200mm f/1.8L,4.46529976
946,HAT-P-1 b,13.921578,2006,Canon 200mm f/1.8L,4.46543
947,HAT-P-1 b,13.731,2006,Canon 200mm f/1.8L,4.4652934
948,HAT-P-1 b,13.641353,2006,Canon 200mm f/1.8L,4.4652934
950,HAT-P-1 b,15.24424,2006,Canon 200mm f/1.8L,4.46529
951,HAT-P-1 b,14.784671,2006,Canon 200mm f/1.8L,4.4652968
953,HAT-P-1 b,14.5331,2006,Canon 200mm f/1.8L,4.4652986
954,HAT-P-1 b,14.79588,2006,Canon 200mm f/1.8L,4.46
956,HAT-P-11 b,4.449973,2008,Canon 200mm f/1.8L,4.88781501
957,HAT-P-11 b,4.68,2008,Canon 200mm f/1.8L,4.88780026
961,HAT-P-11 b,5.29152,2008,Canon 200mm f/1.8L,4.8878037
962,HAT-P-11 b,4.84,2008,Canon 200mm f/1.8L,4.887802706
965,HAT-P-11 b,4.73,2008,Canon 200mm f/1.8L,4.8878162
967,HAT-P-11 b,4.71,2008,Canon 200mm f/1.8L,4.887802706
971,HAT-P-11 b,4.82,2008,Canon 200mm f/1.8L,4.887803076
972,HAT-P-11 b,4.81987,2008,Canon 200mm f/1.8L,4.88782
973,HAT-P-11 b,4.36,2008,Canon 200mm f/1.8L,4.887802443
